ExpPeriod,ExpCountry,ExpBrkDwn,Value,Internetuse
2017,Denmark,age 25 to 54,28.6186,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 25 to 54,88.091,reading online news sites/newspapers/news magazines
2017,Denmark,age 25 to 54,71.377,seeking health information
2017,Denmark,age 25 to 54,36.2745,selling goods or services
2017,Denmark,age 25 to 54,97.1344,sending/receiving e-mails
2017,Denmark,age 25 to 54,15.0463,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 25 to 54,67.1799,telephoning or video calls
2017,Denmark,age 25 to 54,58.4759,uploading self-created content to any website to be shared
2017,Denmark,age 25 to 64,31.0243,civic or political participation
2017,Denmark,age 25 to 64,77.8059,e-commerce activities
2017,Denmark,age 25 to 64,83.5545,finding information about goods and services
2017,Denmark,age 25 to 64,92.6949,Internet banking
2017,Denmark,age 25 to 64,25.3295,job search or sending an application
2017,Denmark,age 25 to 64,78.894,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 25 to 64,26.6595,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 25 to 64,85.4105,reading online news sites/newspapers/news magazines
2017,Denmark,age 25 to 64,67.5026,seeking health information
2017,Denmark,age 25 to 64,32.2377,selling goods or services
2017,Denmark,age 25 to 64,95.7793,sending/receiving e-mails
2017,Denmark,age 25 to 64,13.9228,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 25 to 64,62.403,telephoning or video calls
2017,Denmark,age 25 to 64,52.5983,uploading self-created content to any website to be shared
2017,Denmark,age 35 to 44,34.1641,civic or political participation
2017,Denmark,age 35 to 44,84.6658,e-commerce activities
2017,Denmark,age 35 to 44,88.9187,finding information about goods and services
2017,Denmark,age 35 to 44,94.9363,Internet banking
2017,Denmark,age 35 to 44,25.6208,job search or sending an application
2017,Denmark,age 35 to 44,86.0313,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 35 to 44,29.3607,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 35 to 44,91.5345,reading online news sites/newspapers/news magazines
2017,Denmark,age 35 to 44,71.3206,seeking health information
2017,Denmark,age 35 to 44,42.0526,selling goods or services
2017,Denmark,age 35 to 44,96.8133,sending/receiving e-mails
2017,Denmark,age 35 to 44,13.3575,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 35 to 44,67.4777,telephoning or video calls
2017,Denmark,age 35 to 44,57.1695,uploading self-created content to any website to be shared
2017,Denmark,age 45 to 54,28.8855,civic or political participation
2017,Denmark,age 45 to 54,77.3489,e-commerce activities
2017,Denmark,age 45 to 54,83.2209,finding information about goods and services
2017,Denmark,age 45 to 54,92.2563,Internet banking
2017,Denmark,age 45 to 54,21.2336,job search or sending an application
2017,Denmark,age 45 to 54,76.2048,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 45 to 54,25.2709,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 45 to 54,84.0208,reading online news sites/newspapers/news magazines
2017,Denmark,age 45 to 54,65.4263,seeking health information
2017,Denmark,age 45 to 54,31.0171,selling goods or services
2017,Denmark,age 45 to 54,96.434,sending/receiving e-mails
2017,Denmark,age 45 to 54,13.4713,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 45 to 54,58.2086,telephoning or video calls
2017,Denmark,age 45 to 54,47.7885,uploading self-created content to any website to be shared
2017,Denmark,age 55 to 64,24.1399,civic or political participation
2017,Denmark,age 55 to 64,66.2265,e-commerce activities
2017,Denmark,age 55 to 64,73.5782,finding information about goods and services
2017,Denmark,age 55 to 64,88.3651,Internet banking
2017,Denmark,age 55 to 64,15.0495,job search or sending an application
2017,Denmark,age 55 to 64,60.3925,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 55 to 64,20.3967,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 55 to 64,76.8418,reading online news sites/newspapers/news magazines
2017,Denmark,age 55 to 64,55.1172,seeking health information
2017,Denmark,age 55 to 64,19.3331,selling goods or services
2017,Denmark,age 55 to 64,91.4474,sending/receiving e-mails
2017,Denmark,age 55 to 64,10.3311,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 55 to 64,47.1327,telephoning or video calls
2017,Denmark,age 55 to 64,33.8088,uploading self-created content to any website to be shared
2017,Denmark,age 55 to 74,19.6623,civic or political participation
2017,Denmark,age 55 to 74,58.2488,e-commerce activities
2017,Denmark,age 55 to 74,66.4221,finding information about goods and services
2017,Denmark,age 55 to 74,84.6735,Internet banking
2017,Denmark,age 55 to 74,8.8964,job search or sending an application
2017,Denmark,age 55 to 74,49.4721,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 55 to 74,16.179,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 55 to 74,73.4147,reading online news sites/newspapers/news magazines
2017,Denmark,age 55 to 74,50.8826,seeking health information
2017,Denmark,age 55 to 74,16.883,selling goods or services
2017,Denmark,age 55 to 74,87.1723,sending/receiving e-mails
2017,Denmark,age 55 to 74,8.2888,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 55 to 74,38.4401,telephoning or video calls
2017,Denmark,age 55 to 74,25.9895,uploading self-created content to any website to be shared
2017,Denmark,age 65 to 74,14.7906,civic or political participation
2017,Denmark,age 65 to 74,49.5685,e-commerce activities
2017,Denmark,age 65 to 74,58.636,finding information about goods and services
2017,Denmark,age 65 to 74,80.6569,Internet banking
2017,Denmark,age 65 to 74,2.2015,job search or sending an application
2017,Denmark,age 65 to 74,37.5902,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,age 65 to 74,11.59,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,age 65 to 74,69.6858,reading online news sites/newspapers/news magazines
2017,Denmark,age 65 to 74,46.2753,seeking health information
2017,Denmark,age 65 to 74,14.2171,selling goods or services
2017,Denmark,age 65 to 74,82.5209,sending/receiving e-mails
2017,Denmark,age 65 to 74,6.0667,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,age 65 to 74,28.9821,telephoning or video calls
2017,Denmark,age 65 to 74,17.4818,uploading self-created content to any website to be shared
2017,Denmark,all ages,28.5627,civic or political participation
2017,Denmark,all ages,73.4002,e-commerce activities
2017,Denmark,all ages,79.3091,finding information about goods and services
2017,Denmark,all ages,89.772,Internet banking
2017,Denmark,all ages,23.5091,job search or sending an application
2017,Denmark,all ages,75.4951,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Denmark,all ages,23.6921,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Denmark,all ages,83.4696,reading online news sites/newspapers/news magazines
2017,Denmark,all ages,64.1478,seeking health information
2017,Denmark,all ages,28.723,selling goods or services
2017,Denmark,all ages,93.5712,sending/receiving e-mails
2017,Denmark,all ages,13.517,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Denmark,all ages,60.0729,telephoning or video calls
2017,Denmark,all ages,50.1999,uploading self-created content to any website to be shared
2017,Estonia,age 16 to 24,21.0089,civic or political participation
2017,Estonia,age 16 to 24,65.3643,e-commerce activities
2017,Estonia,age 16 to 24,89.3733,finding information about goods and services
2017,Estonia,age 16 to 24,86.47,Internet banking
2017,Estonia,age 16 to 24,45.3164,job search or sending an application
2017,Estonia,age 16 to 24,96.6351,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 16 to 24,15.2126,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 16 to 24,91.3015,reading online news sites/newspapers/news magazines
2017,Estonia,age 16 to 24,70.63,seeking health information
2017,Estonia,age 16 to 24,22.3115,selling goods or services
2017,Estonia,age 16 to 24,95.5221,sending/receiving e-mails
2017,Estonia,age 16 to 24,11.774,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 16 to 24,62.244,telephoning or video calls
2017,Estonia,age 16 to 24,69.5426,uploading self-created content to any website to be shared
2017,Estonia,age 25 to 34,19.6421,civic or political participation
2017,Estonia,age 25 to 34,75.3136,e-commerce activities
2017,Estonia,age 25 to 34,91.4643,finding information about goods and services
2017,Estonia,age 25 to 34,94.7154,Internet banking
2017,Estonia,age 25 to 34,29.5078,job search or sending an application
2017,Estonia,age 25 to 34,88.7878,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 25 to 34,13.1275,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 25 to 34,91.0458,reading online news sites/newspapers/news magazines
2017,Estonia,age 25 to 34,73.8428,seeking health information
2017,Estonia,age 25 to 34,30.177,selling goods or services
2017,Estonia,age 25 to 34,95.4959,sending/receiving e-mails
2017,Estonia,age 25 to 34,13.897,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 25 to 34,56.9505,telephoning or video calls
2017,Estonia,age 25 to 34,61.0723,uploading self-created content to any website to be shared
2017,Estonia,age 25 to 54,15.9468,civic or political participation
2017,Estonia,age 25 to 54,63.1026,e-commerce activities
2017,Estonia,age 25 to 54,85.597,finding information about goods and services
2017,Estonia,age 25 to 54,90.7501,Internet banking
2017,Estonia,age 25 to 54,22.0138,job search or sending an application
2017,Estonia,age 25 to 54,71.0322,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 25 to 54,11.19,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 25 to 54,87.4145,reading online news sites/newspapers/news magazines
2017,Estonia,age 25 to 54,65.5986,seeking health information
2017,Estonia,age 25 to 54,24.2119,selling goods or services
2017,Estonia,age 25 to 54,89.7471,sending/receiving e-mails
2017,Estonia,age 25 to 54,9.9745,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 25 to 54,48.6852,telephoning or video calls
2017,Estonia,age 25 to 54,44.8478,uploading self-created content to any website to be shared
2017,Estonia,age 25 to 64,14.3671,civic or political participation
2017,Estonia,age 25 to 64,54.4265,e-commerce activities
2017,Estonia,age 25 to 64,79.4402,finding information about goods and services
2017,Estonia,age 25 to 64,84.7052,Internet banking
2017,Estonia,age 25 to 64,19.529,job search or sending an application
2017,Estonia,age 25 to 64,62.1086,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 25 to 64,10.2362,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 25 to 64,83.1304,reading online news sites/newspapers/news magazines
2017,Estonia,age 25 to 64,61.3686,seeking health information
2017,Estonia,age 25 to 64,20.3666,selling goods or services
2017,Estonia,age 25 to 64,82.8715,sending/receiving e-mails
2017,Estonia,age 25 to 64,8.773,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 25 to 64,45.0191,telephoning or video calls
2017,Estonia,age 25 to 64,38.0264,uploading self-created content to any website to be shared
2017,Estonia,age 35 to 44,16.2032,civic or political participation
2017,Estonia,age 35 to 44,65.3724,e-commerce activities
2017,Estonia,age 35 to 44,85.4951,finding information about goods and services
2017,Estonia,age 35 to 44,92.8882,Internet banking
2017,Estonia,age 35 to 44,18.9111,job search or sending an application
2017,Estonia,age 35 to 44,71.8196,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 35 to 44,11.362,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 35 to 44,88.5968,reading online news sites/newspapers/news magazines
2017,Estonia,age 35 to 44,63.4299,seeking health information
2017,Estonia,age 35 to 44,26.5084,selling goods or services
2017,Estonia,age 35 to 44,92.9652,sending/receiving e-mails
2017,Estonia,age 35 to 44,8.929,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 35 to 44,49.0155,telephoning or video calls
2017,Estonia,age 35 to 44,43.8154,uploading self-created content to any website to be shared
2017,Estonia,age 45 to 54,11.5682,civic or political participation
2017,Estonia,age 45 to 54,47.1456,e-commerce activities
2017,Estonia,age 45 to 54,79.1768,finding information about goods and services
2017,Estonia,age 45 to 54,84.1034,Internet banking
2017,Estonia,age 45 to 54,16.9219,job search or sending an application
2017,Estonia,age 45 to 54,50.4575,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 45 to 54,8.855,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 45 to 54,82.1386,reading online news sites/newspapers/news magazines
2017,Estonia,age 45 to 54,58.6955,seeking health information
2017,Estonia,age 45 to 54,15.1748,selling goods or services
2017,Estonia,age 45 to 54,79.987,sending/receiving e-mails
2017,Estonia,age 45 to 54,6.7042,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 45 to 54,39.1454,telephoning or video calls
2017,Estonia,age 45 to 54,27.8793,uploading self-created content to any website to be shared
2017,Estonia,age 55 to 64,9.3746,civic or political participation
2017,Estonia,age 55 to 64,27.0065,e-commerce activities
2017,Estonia,age 55 to 64,59.9819,finding information about goods and services
2017,Estonia,age 55 to 64,65.6009,Internet banking
2017,Estonia,age 55 to 64,11.6759,job search or sending an application
2017,Estonia,age 55 to 64,33.9061,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 55 to 64,7.2218,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 55 to 64,69.591,reading online news sites/newspapers/news magazines
2017,Estonia,age 55 to 64,48,seeking health information
2017,Estonia,age 55 to 64,8.214,selling goods or services
2017,Estonia,age 55 to 64,61.1417,sending/receiving e-mails
2017,Estonia,age 55 to 64,4.9759,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 55 to 64,33.4328,telephoning or video calls
2017,Estonia,age 55 to 64,16.4681,uploading self-created content to any website to be shared
2017,Estonia,age 55 to 74,7.7054,civic or political participation
2017,Estonia,age 55 to 74,20.763,e-commerce activities
2017,Estonia,age 55 to 74,49.3727,finding information about goods and services
2017,Estonia,age 55 to 74,55.4576,Internet banking
2017,Estonia,age 55 to 74,7.6161,job search or sending an application
2017,Estonia,age 55 to 74,26.5662,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 55 to 74,5.9036,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 55 to 74,59.1621,reading online news sites/newspapers/news magazines
2017,Estonia,age 55 to 74,41.5633,seeking health information
2017,Estonia,age 55 to 74,6.2589,selling goods or services
2017,Estonia,age 55 to 74,51.2371,sending/receiving e-mails
2017,Estonia,age 55 to 74,3.9491,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 55 to 74,28.8448,telephoning or video calls
2017,Estonia,age 55 to 74,12.8636,uploading self-created content to any website to be shared
2017,Estonia,age 65 to 74,5.4504,civic or political participation
2017,Estonia,age 65 to 74,12.3278,e-commerce activities
2017,Estonia,age 65 to 74,35.0396,finding information about goods and services
2017,Estonia,age 65 to 74,41.7539,Internet banking
2017,Estonia,age 65 to 74,2.1313,job search or sending an application
2017,Estonia,age 65 to 74,16.6499,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,age 65 to 74,4.1227,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,age 65 to 74,45.0725,reading online news sites/newspapers/news magazines
2017,Estonia,age 65 to 74,32.8672,seeking health information
2017,Estonia,age 65 to 74,3.6175,selling goods or services
2017,Estonia,age 65 to 74,37.856,sending/receiving e-mails
2017,Estonia,age 65 to 74,2.5617,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,age 65 to 74,22.6465,telephoning or video calls
2017,Estonia,age 65 to 74,7.994,uploading self-created content to any website to be shared
2017,Estonia,all ages,13.9985,civic or political participation
2017,Estonia,all ages,50.1857,e-commerce activities
2017,Estonia,all ages,74.7712,finding information about goods and services
2017,Estonia,all ages,79.2283,Internet banking
2017,Estonia,all ages,20.3804,job search or sending an application
2017,Estonia,all ages,60.3107,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,Estonia,all ages,10.0352,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,Estonia,all ages,79.0865,reading online news sites/newspapers/news magazines
2017,Estonia,all ages,58.7248,seeking health information
2017,Estonia,all ages,18.3847,selling goods or services
2017,Estonia,all ages,78.4538,sending/receiving e-mails
2017,Estonia,all ages,8.3172,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,Estonia,all ages,44.1627,telephoning or video calls
2017,Estonia,all ages,37.9046,uploading self-created content to any website to be shared
2017,European Union,age 16 to 24,20.6916,civic or political participation
2017,European Union,age 16 to 24,61.1472,e-commerce activities
2017,European Union,age 16 to 24,73.9056,finding information about goods and services
2017,European Union,age 16 to 24,47.9386,Internet banking
2017,European Union,age 16 to 24,30.0383,job search or sending an application
2017,European Union,age 16 to 24,87.4009,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 16 to 24,15.8741,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 16 to 24,68.6026,reading online news sites/newspapers/news magazines
2017,European Union,age 16 to 24,51.1443,seeking health information
2017,European Union,age 16 to 24,19.5899,selling goods or services
2017,European Union,age 16 to 24,87.2154,sending/receiving e-mails
2017,European Union,age 16 to 24,10.1928,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 16 to 24,60.9455,telephoning or video calls
2017,European Union,age 16 to 24,58.138,uploading self-created content to any website to be shared
2017,European Union,age 25 to 34,21.8219,civic or political participation
2017,European Union,age 25 to 34,67.8848,e-commerce activities
2017,European Union,age 25 to 34,77.7345,finding information about goods and services
2017,European Union,age 25 to 34,68.416,Internet banking
2017,European Union,age 25 to 34,28.9236,job search or sending an application
2017,European Union,age 25 to 34,78.4831,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 25 to 34,16.7308,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 25 to 34,74.9116,reading online news sites/newspapers/news magazines
2017,European Union,age 25 to 34,62.4817,seeking health information
2017,European Union,age 25 to 34,27.3033,selling goods or services
2017,European Union,age 25 to 34,87.0117,sending/receiving e-mails
2017,European Union,age 25 to 34,11.41,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 25 to 34,51.7112,telephoning or video calls
2017,European Union,age 25 to 34,46.3559,uploading self-created content to any website to be shared
2017,European Union,age 25 to 54,17.9927,civic or political participation
2017,European Union,age 25 to 54,59.7698,e-commerce activities
2017,European Union,age 25 to 54,73.3575,finding information about goods and services
2017,European Union,age 25 to 54,61.0172,Internet banking
2017,European Union,age 25 to 54,20.667,job search or sending an application
2017,European Union,age 25 to 54,62.7295,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 25 to 54,13.4228,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 25 to 54,68.7737,reading online news sites/newspapers/news magazines
2017,European Union,age 25 to 54,58.4634,seeking health information
2017,European Union,age 25 to 54,23.3451,selling goods or services
2017,European Union,age 25 to 54,80.0296,sending/receiving e-mails
2017,European Union,age 25 to 54,9.8657,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 25 to 54,42.5832,telephoning or video calls
2017,European Union,age 25 to 54,36.7293,uploading self-created content to any website to be shared
2017,European Union,age 25 to 64,16.1631,civic or political participation
2017,European Union,age 25 to 64,54.4128,e-commerce activities
2017,European Union,age 25 to 64,69.0738,finding information about goods and services
2017,European Union,age 25 to 64,56.407,Internet banking
2017,European Union,age 25 to 64,17.4791,job search or sending an application
2017,European Union,age 25 to 64,55.2079,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 25 to 64,11.8906,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 25 to 64,64.2067,reading online news sites/newspapers/news magazines
2017,European Union,age 25 to 64,54.9216,seeking health information
2017,European Union,age 25 to 64,20.5626,selling goods or services
2017,European Union,age 25 to 64,75.007,sending/receiving e-mails
2017,European Union,age 25 to 64,9.0364,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 25 to 64,38.6763,telephoning or video calls
2017,European Union,age 25 to 64,32.5416,uploading self-created content to any website to be shared
2017,European Union,age 35 to 44,18.0192,civic or political participation
2017,European Union,age 35 to 44,61.425,e-commerce activities
2017,European Union,age 35 to 44,74.4613,finding information about goods and services
2017,European Union,age 35 to 44,62.7972,Internet banking
2017,European Union,age 35 to 44,19.6249,job search or sending an application
2017,European Union,age 35 to 44,64.0556,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 35 to 44,13.5178,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 35 to 44,70.05,reading online news sites/newspapers/news magazines
2017,European Union,age 35 to 44,60.291,seeking health information
2017,European Union,age 35 to 44,24.7566,selling goods or services
2017,European Union,age 35 to 44,81.2968,sending/receiving e-mails
2017,European Union,age 35 to 44,9.8875,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 35 to 44,43.1375,telephoning or video calls
2017,European Union,age 35 to 44,37.1011,uploading self-created content to any website to be shared
2017,European Union,age 45 to 54,14.724,civic or political participation
2017,European Union,age 45 to 54,51.3228,e-commerce activities
2017,European Union,age 45 to 54,68.601,finding information about goods and services
2017,European Union,age 45 to 54,53.0583,Internet banking
2017,European Union,age 45 to 54,14.6635,job search or sending an application
2017,European Union,age 45 to 54,48.1247,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 45 to 54,10.5305,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 45 to 54,62.3616,reading online news sites/newspapers/news magazines
2017,European Union,age 45 to 54,53.3226,seeking health information
2017,European Union,age 45 to 54,18.6508,selling goods or services
2017,European Union,age 45 to 54,72.9108,sending/receiving e-mails
2017,European Union,age 45 to 54,8.5367,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 45 to 54,34.3244,telephoning or video calls
2017,European Union,age 45 to 54,28.2216,uploading self-created content to any website to be shared
2017,European Union,age 55 to 64,10.3838,civic or political participation
2017,European Union,age 55 to 64,37.4912,e-commerce activities
2017,European Union,age 55 to 64,55.5425,finding information about goods and services
2017,European Union,age 55 to 64,41.844,Internet banking
2017,European Union,age 55 to 64,7.4094,job search or sending an application
2017,European Union,age 55 to 64,31.4487,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 55 to 64,7.0509,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 55 to 64,49.7806,reading online news sites/newspapers/news magazines
2017,European Union,age 55 to 64,43.7339,seeking health information
2017,European Union,age 55 to 64,11.7732,selling goods or services
2017,European Union,age 55 to 64,59.1418,sending/receiving e-mails
2017,European Union,age 55 to 64,6.4169,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 55 to 64,26.3352,telephoning or video calls
2017,European Union,age 55 to 64,19.3135,uploading self-created content to any website to be shared
2017,European Union,age 55 to 74,9.0697,civic or political participation
2017,European Union,age 55 to 74,31.6306,e-commerce activities
2017,European Union,age 55 to 74,47.9808,finding information about goods and services
2017,European Union,age 55 to 74,35.5961,Internet banking
2017,European Union,age 55 to 74,4.4029,job search or sending an application
2017,European Union,age 55 to 74,25.3164,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 55 to 74,6.1258,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 55 to 74,42.7802,reading online news sites/newspapers/news magazines
2017,European Union,age 55 to 74,37.9541,seeking health information
2017,European Union,age 55 to 74,9.7452,selling goods or services
2017,European Union,age 55 to 74,51.9339,sending/receiving e-mails
2017,European Union,age 55 to 74,5.6657,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 55 to 74,22.3092,telephoning or video calls
2017,European Union,age 55 to 74,16.1909,uploading self-created content to any website to be shared
2017,European Union,age 65 to 74,7.3817,civic or political participation
2017,European Union,age 65 to 74,24.1029,e-commerce activities
2017,European Union,age 65 to 74,38.2683,finding information about goods and services
2017,European Union,age 65 to 74,27.5711,Internet banking
2017,European Union,age 65 to 74,0.5413,job search or sending an application
2017,European Union,age 65 to 74,17.4398,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,age 65 to 74,4.9377,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,age 65 to 74,33.7886,reading online news sites/newspapers/news magazines
2017,European Union,age 65 to 74,30.5303,seeking health information
2017,European Union,age 65 to 74,7.1404,selling goods or services
2017,European Union,age 65 to 74,42.6758,sending/receiving e-mails
2017,European Union,age 65 to 74,4.7008,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,age 65 to 74,17.1381,telephoning or video calls
2017,European Union,age 65 to 74,12.1801,uploading self-created content to any website to be shared
2017,European Union,all ages,15.5547,civic or political participation
2017,European Union,all ages,51.145,e-commerce activities
2017,European Union,all ages,65.4883,finding information about goods and services
2017,European Union,all ages,51.3452,Internet banking
2017,European Union,all ages,16.8077,job search or sending an application
2017,European Union,all ages,54.2606,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2017,European Union,all ages,11.4612,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2017,European Union,all ages,60.617,reading online news sites/newspapers/news magazines
2017,European Union,all ages,51.0845,seeking health information
2017,European Union,all ages,18.5963,selling goods or services
2017,European Union,all ages,72.1809,sending/receiving e-mails
2017,European Union,all ages,8.5943,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2017,European Union,all ages,38.6494,telephoning or video calls
2017,European Union,all ages,33.1127,uploading self-created content to any website to be shared
2017,Finland,age 16 to 24,18.8423,civic or political participation
2017,Finland,age 16 to 24,72.8026,e-commerce activities
2017,Finland,age 16 to 24,90.973,finding information about goods and services
2017,Finland,age 16 to 24,79.2163,Internet banking
2017,Finland,age 16 to 24,61.3962,job search or sending an application
2017,Finland,age 16 to 24,96.0378,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
